PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,CC50 Modifier,CC50,CC50 Std Dev Modifier,CC50 Std Dev,CC50 Hill Slope Modifier,CC50 Hill Slope,CC50 Normalized Chi2,% Cell Viability @ 40 uM,% Cell Viability @ 20 uM,% Cell Viability @ 10 uM,% Cell Viability @ 5 uM,% Cell Viability @ 2.5 uM,% Cell Viability @ 1.25 uM,% Cell Viability @ 0.625 uM,% Cell Viability @ 0.313 uM,% Cell Viability @ 0.156 uM,% Cell Viability @ 0.078 uM,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,Cytotoxic concentration,,,,,,,,,,,,,,,,Data has been verified.
RESULT_UNIT,,,,,,,,MICROMOLAR,,NONE,,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1860,49677590,4884386,Active,41,,,>,40,,45.53,,-1.12,3.6,75.71,86.82,98.81,91.65,99.53,99.58,96.51,96.39,95.06,98.52,verified
1861,49677909,4024305,Active,41,,,>,40,,3.12,,-2.83,3.75,58.72,89.88,100.22,106.88,98.09,102.64,104.1,97.09,98.94,104.67,verified
1862,49677941,2518638,Inactive,0,,,,,,,,,,86.34,92.97,94.88,99.51,99.38,94.97,96.87,100.25,102.19,100.05,verified
1863,49679153,5837855,Inactive,0,,,,,,,,,,91.32,90.48,90.22,96.36,94.88,100.38,95.69,98.73,98.54,97.81,verified
1864,49679273,4038769,Active,62,,,,18.945,,2.26,,-1.19,5.81,38.05,40.78,62.79,87.57,98.64,99.38,96.8,94.97,101.79,99.78,verified
1865,49679613,1817641,Inactive,0,,,,,,,,,,95.48,95.97,97.19,102.08,101.81,98.15,97.08,95.53,96.16,96.78,verified
1866,49679614,9586016,Active,41,,,>,40,,239.64,,-0.77,4.84,76.94,95.23,86.61,95.62,101.77,96.66,97.3,94.24,94.46,98.13,verified
1867,49679736,24762072,Active,77,,,,3.774,,0.16,,-6.98,3.01,1.92,2.33,2.62,12.27,94.64,104.49,94.82,101.46,100.32,97.24,verified
1868,49679821,24762079,Active,77,,,,3.412,,0.21,,-4.71,5.49,2.91,3.33,3.79,13.23,82.32,91.07,93.84,92.18,94.55,95.98,verified
1869,49679907,3889937,Active,67,,,,13.249,,0.86,,-2.83,5.29,2.61,21.18,73.8,86.5,88.88,100.32,100.71,100.7,104.39,97.05,verified
1870,49679958,1207590,Inactive,0,,,,,,,,,,94.21,91.55,101.25,97.98,104.7,110.64,104.59,101.41,101.75,106.05,verified
1871,49680186,5066507,Active,63,,,,18.023,,1.04,,-3.13,5.07,3.28,43.68,86.7,89.41,95.08,91.83,103.72,101.33,100.82,98.83,verified
1872,49680640,135417169,Active,74,,,,6.885,,0.38,,-5.38,4.87,2.51,2.76,11.24,85.6,89.35,95.13,94.88,98.03,97.76,96.34,verified
1873,49680648,204177,Inactive,0,,,,,,,,,,99.84,101.54,98.79,94.05,97.87,90.88,98.15,101.34,97.53,100.27,verified
1874,49680703,4878376,Inactive,0,,,,,,,,,,90.02,90.23,89.57,94.73,92.13,99.29,94.88,99.74,97.44,97.54,verified
1875,49680765,16304855,Active,65,,,,15.602,,1.73,,-1.54,6.6,31.45,29.26,66.49,89.4,99.42,97.6,101.33,100.83,96.62,102.57,verified
1876,49680844,16308710,Inactive,0,,,,,,,,,,90.25,97.1,97.81,97.26,104.06,99.78,103.53,97.57,108.58,98.4,verified
1877,49680881,135616107,Active,62,,,,18.397,,4.25,,-0.47,5.11,41.93,54.08,57.27,59.48,67.17,71.9,88.59,91.19,95.06,,verified
1878,49680908,8024490,Active,41,,,>,40,,32.93,,-1.08,3.67,72.84,84.33,90.47,102.13,96,96.31,98.47,101.76,96.21,93.83,verified
1879,49681546,60560,Inactive,0,,,,,,,,,,97.52,100.69,99.28,95.37,89.64,87.29,99.24,89.86,92.98,89.78,verified
1880,49681565,6604561,Inactive,0,,,,,,,,,,94.7,98.28,95.26,99.68,99.59,95.52,101.63,101.02,98.03,91.33,verified
1881,49681568,63009,Active,64,,,,16.48,,1.55,,-2.44,7.19,3.35,41.33,79.54,87.71,89.74,90.22,93.09,92.24,98.39,96.42,verified
1882,49681592,13579832,Active,41,,,>,40,,18.89,,-0.94,4.61,65.75,68.04,91.45,93.06,98.4,93.7,101.84,97.03,99.48,94.85,verified
1883,49681644,3034010,Active,43,,,,37.884,,4.65,,-1.17,4.2,51.95,61.38,83.43,98.11,94.96,95.06,102.34,96.66,103.18,100.69,verified
1884,49681832,65348,Active,62,,,,18.701,,1.59,,-0.8,3.01,36.71,48.73,63.89,68.77,81.54,92.95,95.33,98.81,101.51,100.56,verified
1885,49713729,24789163,Inactive,0,,,,,,,,,,91.29,93.43,87.75,92.08,97.23,98.64,101.36,99.45,103.07,96.64,verified
1886,49713945,24789325,Active,41,,,>,40,,4.32,,-2.21,3.03,63.06,87.32,97.75,104.1,103.92,101.65,99.6,103.23,96.81,,verified
1887,49713966,24789346,Inactive,0,,,,,,,,,,85.21,97.06,104.72,102.54,101.42,99.33,96.46,98.03,99.01,96.72,verified
1888,49714350,24789450,Active,41,,,>,40,,3.48,,-1.76,2.88,56.17,80.53,94.46,99.61,96.54,99.88,95.23,96.1,95.87,99.94,verified
1889,49714658,16007474,Inactive,0,,,,,,,,,,92.93,91.22,93.55,96.92,99.97,105.44,99.6,92,94.27,98.06,verified
1890,49715080,20864796,Inactive,0,,,,,,,,,,99.4,100.48,104.74,98.65,98.61,99.21,99.87,106.91,107.35,104.72,verified
1891,49715290,20868555,Inactive,0,,,,,,,,,,88.93,93.53,102.54,106.78,99.53,100.83,98.72,97.03,102.04,100.34,verified
1892,49715303,24789619,Active,75,,,,5.994,,0.2,,-4.44,3.21,2.98,4.07,8.6,69.46,96.5,101.11,100.19,100.8,107.02,102.58,verified
1893,49715750,15996061,Inactive,0,,,,,,,,,,92.12,98.13,94.44,97.9,98.8,99.68,93.89,100.63,97.64,97.37,verified
1894,49715837,24789696,Inactive,0,,,,,,,,,,89.41,97.29,98.99,97.62,97.1,98.58,99.26,101.34,96.1,100.86,verified
1895,49715867,24789720,Active,71,,,,9.906,,0.3,,-1.94,2.08,6.67,22.83,46.8,79.72,95.48,100.42,96.74,99.97,101.11,98.4,verified
1896,49715928,6615494,Inactive,0,,,,,,,,,,83.86,85.37,94.93,98.38,99.6,95.74,100.54,97.58,97.53,100.78,verified
1897,49716146,24789779,Active,48,,,,32.72,,3.54,,-1.3,4.52,40.01,69.04,86.38,87.95,93.85,92.65,93.22,95.11,101.22,101.16,verified
1898,49716353,15990150,Inactive,0,,,,,,,,,,95.67,97.32,102.64,95.14,96.12,103.12,100.24,105.65,105.15,105.16,verified
1899,49716586,22332616,Inactive,0,,,,,,,,,,89.74,100,98.48,99.8,100.35,96.09,106.48,102.35,98.37,,verified
1900,49717003,4917203,Active,56,,,,24.547,,1.48,,-1.82,3.76,30.11,56.91,87.23,92.37,98.98,94.12,105.69,96.53,96.5,101,verified
1901,49717778,20912416,Active,41,,,>,40,,26.16,,-0.9,2.94,70.25,80.17,86.69,96.72,101.41,93.23,96.69,98.99,100.23,98.91,verified
1902,49717826,3480867,Active,41,,,>,40,,4.94,,-1.79,5.51,48.45,84.48,84.75,98.03,97.52,102.34,94.57,90.92,100.7,96.05,verified
1903,49717850,2978760,Active,64,,,,17.043,,1.83,,-1.22,5.43,21.3,48.43,69.84,75.96,92.51,96.67,97.65,91.6,91.81,,verified
1904,49718105,5288209,Active,66,,,,14.432,,0.44,,-4.12,2.77,5.98,19.74,82.69,96.84,100.18,97.17,99.78,94.78,99.24,100.27,verified
1905,49718382,24790161,Active,41,,,>,40,,285.21,,-0.53,4.78,77.5,74.48,91.98,89.18,95.75,94.34,93.74,94.53,105.6,94.5,verified
1906,49718548,24790272,Inactive,0,,,,,,,,,,81.67,86.35,95.55,90.31,94.21,98.12,99.77,96.08,94.83,,verified
1907,49719723,22581373,Active,60,,,,21.12,,3.13,,-1.09,6.51,39.92,45.3,62.1,92.86,94.07,97.98,89.83,98.47,95.64,96.86,verified
1908,49719945,20956608,Inactive,0,,,,,,,,,,89.95,90.3,87.12,96.36,94.33,97.16,90.54,100.57,95.54,96.36,verified
1909,49719991,20927395,Active,41,,,>,40,,6.09,,-1.03,4.49,47.91,72.12,75.41,93.23,94.05,97.37,94.82,94.92,100.2,107.33,verified
1910,49720145,20953588,Active,47,,,,34.22,,8.21,,-0.57,5,54.25,53.32,61.16,74.97,85.25,86.01,90.3,102.62,92.21,96.38,verified
1911,49720314,24791050,Active,41,,,>,40,,29.96,,-1.97,4.89,77.13,95.95,95.43,95.22,96.61,102.58,94.32,90.9,99.19,,verified
1912,49720423,24791158,Inactive,0,,,,,,,,,,89.54,88.44,92.81,94.85,97.42,93.7,92.91,95.3,95.4,95.83,verified
1913,49720563,24791298,Inactive,0,,,,,,,,,,84.45,87.09,94.49,97.35,99.48,97.85,94.74,99.64,98.14,104.99,verified
1914,49720611,20889382,Inactive,0,,,,,,,,,,86.66,95.72,95.15,95.06,99.24,95.62,96.1,99.56,95.82,,verified
1915,49720978,24791532,Inactive,0,,,,,,,,,,89.26,99.44,99.23,96.53,100.25,102.33,107.91,102.85,103.97,101.96,verified
1916,49721488,16018697,Active,41,,,>,40,,134.67,,-0.85,2.88,79.93,92.8,89.4,96.17,101.11,97.36,97.82,99.39,96.92,,verified
1917,49722089,20899367,Active,41,,,>,40,,223.41,,-0.65,3.21,77.4,90.03,89.37,89.3,100.03,97.09,99.76,96.06,99.12,96,verified
1918,49722475,20954901,Inactive,0,,,,,,,,,,87.84,91.89,88.37,89.46,94.94,92.29,91.1,97.97,95.41,93.98,verified
1919,49723225,16014761,Inactive,0,,,,,,,,,,95.84,99.23,92.66,94.94,95.8,99.12,94.38,99.3,100.32,108.4,verified
1920,49723622,2965534,Active,64,,,,16.691,,0.72,,-4.04,4.1,2.92,32.36,89.37,95.73,98.83,90.3,96.77,96.39,100.82,98.52,verified
1921,49724183,9567053,Active,58,,,,22.727,,1.34,,-1.63,3.47,32.51,50.71,78.52,95.9,101.99,99.04,100.46,101.13,96.81,,verified
1922,49724239,20903694,Inactive,0,,,,,,,,,,88.99,87.12,93.55,98.34,98.41,90.37,93.55,103.32,103.2,92.98,verified
1923,49724785,6021744,Inactive,0,,,,,,,,,,92.01,99.97,99.12,101.84,99.21,100.41,97.25,107.13,104.82,98.03,verified
1924,49724927,1363648,Active,80,,,,0.546,,0.1,,-1.5,10.97,3.11,3.47,4.31,5.09,21.03,31.87,21.5,80.45,92.29,98.01,verified
1925,49725602,1131096,Active,64,,,,16.392,,0.48,,-3.83,2.73,2.91,31.84,87.1,97.3,100.86,99.4,97.91,93.65,98.78,96.94,verified
1926,49725960,1104204,Active,41,,,>,40,,25.02,,-0.51,9.68,67.14,55.25,51.36,68.81,79.52,91.01,97.1,97.07,101.88,95.15,verified
1927,49726246,3164003,Active,78,,,,2.958,,0.43,,-0.85,6.44,6.58,10.71,32.95,44.82,45.79,72,70.93,93.08,95.22,91.16,verified
1928,49726259,24792361,Inactive,0,,,,,,,,,,96.02,98.27,96.05,88.46,90.54,93.78,101.79,89.98,101.1,102.35,verified
1929,49726398,6493532,Inactive,0,,,,,,,,,,95.07,97.77,88.11,95.11,102.98,101.77,100.23,89.51,97.1,,verified
1930,49726478,5300482,Inactive,0,,,,,,,,,,91.62,97.94,99.97,97.93,99.78,93.28,106.28,103.91,97.47,100.21,verified
1931,49726696,3150659,Inactive,0,,,,,,,,,,85.94,97.83,98.62,97.41,99.48,102.31,100.08,92.15,98.14,102.14,verified
1932,49727304,135447326,Inactive,0,,,,,,,,,,91.16,100.88,100.42,93.74,94.04,96.69,97.54,100.67,97.17,96.28,verified
1933,49729253,24792593,Active,68,,,,12.729,,0.67,,-5.81,4.45,3.49,6.27,80.55,94.97,93.72,95.95,92.28,102.18,100.77,97.7,verified
1934,49729299,24792639,Active,50,,,,31.203,,4.56,,-1.03,5.16,41.92,60.4,80.39,89.85,91.78,89.19,99.3,91.43,95.17,92.8,verified
1935,49730055,54679653,Active,41,,,>,40,,6.37,,-1.12,2.98,57.25,74.02,86.3,96.76,93.26,98.04,98.05,100.86,95.25,95.28,verified
1936,49730836,20920345,Active,53,,,,27.822,,1.81,,-3.21,5.55,24.56,72.73,101.02,95.98,103.07,104.38,108.22,110.07,101.61,102.92,verified
1937,49731161,2158343,Active,41,,,>,40,,1810.9,,-0.31,3.34,74.67,78.97,83.02,93.46,88.26,89.25,89.13,96.74,92.67,93.49,verified
1938,49731746,1505084,Inactive,0,,,,,,,,,,98.51,97.95,91.35,102.03,99.6,101.96,102.7,95.81,95.16,97.37,verified
1939,49731786,20858794,Active,41,,,>,40,,18.58,,-0.77,8.65,64.73,57.22,64.12,82.92,99.94,98.87,99.94,105.28,104.6,103.48,verified
1940,49732220,24793045,Active,41,,,>,40,,68.57,,-0.92,4.68,78.25,75.16,95.43,95.06,99.82,100.09,99.89,104.33,100.75,,verified
1941,49732221,24793046,Active,59,,,,21.803,,1.57,,-2.13,5.05,19.29,56.02,86.51,90.33,91.78,91.98,100.99,97.55,95.81,95.26,verified
1942,49732327,222275,Active,62,,,,18.61,,1.82,,-1.76,6.22,31.17,36.32,76.03,97.68,100.95,101.11,100.4,97.99,103.89,97.81,verified
1943,49732354,24793109,Active,41,,,>,40,,10.2,,-0.83,3.06,58.23,73.76,79.78,87.98,93.72,96.38,97.03,103.2,96.97,105.88,verified
1944,49732827,6014154,Active,41,,,>,40,,414.79,,-0.44,3.97,78.67,73.23,82.52,95.01,90.47,91.76,96.3,97.31,95.03,96.34,verified
1945,49733155,3159956,Inactive,0,,,,,,,,,,102.35,101.26,97.52,99.02,100.29,98.81,100.97,100.2,93.15,,verified
1946,49733504,9591990,Inactive,0,,,,,,,,,,84.27,92.8,96.21,98.21,103.45,98.54,94.54,90.91,101.56,99.06,verified
1947,49733523,9591971,Inactive,0,,,,,,,,,,91.8,92.68,93.83,102.49,104.36,99.33,101.9,99.42,103.78,100.94,verified
1948,49733889,6493459,Inactive,0,,,,,,,,,,90.41,100.11,100.28,97.12,101.76,102,100.75,92.76,95.7,,verified
1949,49734165,24793491,Active,75,,,,5.758,,0.38,,-6.32,5.19,1.76,1.44,1.47,71.35,91.43,94.36,92.44,95.7,104.71,96.34,verified
1950,49734179,3288046,Inactive,0,,,,,,,,,,94.36,95.34,93.11,100.92,101.22,97.91,96.77,99.86,103.56,99.73,verified
1951,49734222,24793499,Active,71,,,,10.029,,0.39,,-4.69,4.61,2.54,3.92,50.19,97.53,89.55,96.46,97.92,96.13,97.2,95.86,verified
1952,49734520,4368841,Inactive,0,,,,,,,,,,81.19,90.36,93.37,96.22,97.61,98.77,101.11,101.53,97.59,98.24,verified
1953,49734539,4428105,Inactive,0,,,,,,,,,,90.41,97.72,97.46,97.63,102.98,95.33,99.03,96.48,93.03,,verified
1954,49734619,24793578,Inactive,0,,,,,,,,,,93.88,92.71,93.43,97.17,100.99,100.16,98.64,98.47,100.57,95.57,verified
1955,49734645,3226301,Active,41,,,>,40,,6.5,,-1.74,2.23,68.51,86.3,98.24,97.87,100.25,100.9,99.66,99.45,97.06,95.39,verified
1956,49734706,20926014,Active,41,,,>,40,,9.81,,-1.33,3.49,62.45,84.33,89.2,95.24,102.47,92.47,103.13,99.92,99.4,102.14,verified
1957,49735147,20954913,Active,41,,,>,40,,32.94,,-1.04,4.13,72.49,80.65,91.16,91.59,104.99,102.85,101.63,95.01,103.84,100.63,verified
1958,49735152,6257314,Inactive,0,,,,,,,,,,89.96,90.35,89.75,90.39,94.95,98.87,96.22,100.38,96.51,100.4,verified
1959,49735190,20936439,Active,50,,,,30.883,,1.99,,-2.18,4.31,34.09,76.33,88.9,92.26,94.77,102.14,97.21,94.03,99.88,96.97,verified
1960,49735287,20889793,Inactive,0,,,,,,,,,,84.75,82.51,89.51,94.82,97.16,94.67,97.17,99.88,96.4,102.41,verified
1961,49735388,135584548,Active,41,,,>,40,,7.64,,-1.87,6.33,55.33,87.67,92.27,93.23,93.04,89.03,95.05,91.58,98.21,98.28,verified
1962,49736871,24793904,Active,41,,,>,40,,56.29,,-0.62,3.75,69.27,74.88,86.24,84.79,90.43,102.41,94.03,96.42,101.9,96.67,verified
1963,49737243,24794050,Active,54,,,,27.107,,1.97,,-2.09,4.9,29.4,67.03,89.56,92.66,94.76,102.15,96.74,97.84,91.72,92.41,verified
1964,49815764,16746013,Active,41,,,>,40,,2.68,,-1.63,2,56.52,79.83,91.47,97.93,103.09,100.98,98.09,98.59,98.36,97.59,verified
1965,49815769,24816492,Active,74,,,,6.888,,0.73,,-1.62,6.61,2.53,2.94,48.02,59.84,81.3,91.64,95.69,100.67,97.65,100.27,verified
1966,49815809,24816521,Active,72,,,,8.619,,91.3,,-18.43,4,2.89,2.71,5.74,102.5,91.7,96.49,103.47,99.03,99.42,103.34,verified
1967,49815859,24816540,Active,55,,,,25.52,,4.91,,-0.74,5.64,39.55,52.79,66.75,82.07,91.96,89.36,86.8,88.25,95,91.95,verified
1968,49817129,24816753,Active,50,,,,30.385,,2.54,,-1.11,3.17,39.07,67.1,75.43,86.27,95.9,93.4,97.73,99.2,101.15,102.85,verified
1969,49817238,1920776,Active,72,,,,8.195,,0.64,,-1.34,4.41,15.67,24.71,36.85,68.68,84.42,91.7,103.33,93.52,99.61,97.11,verified
1970,49817365,3772903,Active,41,,,>,40,,15.36,,-1.17,3.07,67.06,85.4,88.31,97.97,95.68,101.01,99.78,100.19,95.1,95.49,verified
1971,49817421,135550919,Inactive,0,,,,,,,,,,95.11,97.04,99.17,95.56,104.24,94.19,101.78,97.51,101.3,100.15,verified
1972,49817461,17580028,Active,67,,,,14.163,,0.64,,-6.66,3.49,2.46,9.04,91.13,96.59,102.64,97.31,98.37,99.31,107.73,101.92,verified
1973,49818074,24817148,Active,41,,,>,40,,36.18,,-0.82,2.05,73.34,84.66,90.36,92.2,95.89,97.15,100.06,99.62,104.3,97.83,verified
1974,49818174,20961335,Active,41,,,>,40,,2.28,,-2.06,1.89,59.29,84.16,98,100.81,100.57,97.31,98.9,102.03,98.32,98.06,verified
1975,49818180,24817248,Active,41,,,>,40,,3.69,,-2.03,4.2,51.89,85.07,89.36,99.63,102.95,98.85,105.97,94.06,103.97,99.13,verified
1976,49818920,3490247,Inactive,0,,,,,,,,,,100.95,,102.98,97.89,100.08,101.82,95.75,104.05,102.47,97.09,verified
1977,49818971,2932493,Active,41,,,>,40,,16.65,,-0.61,4.09,55.08,63.93,79.54,86.77,92.25,87.23,89.13,94.83,94.12,95.83,verified
1978,49819174,2965432,Active,74,,,,7.014,,0.59,,-3.96,7.69,1.99,2.33,18.44,81.38,89.12,90.14,94.14,96.06,88.6,89.84,verified
1979,49819188,24817794,Inactive,0,,,,,,,,,,98.26,88.83,98.92,96.35,102.52,100.71,98.91,102,95.79,102.32,verified
1980,49819232,1261655,Active,41,,,>,40,,1.05,,-1.98,1.22,51.5,81.95,92.18,99.84,99.21,101.28,100.03,100.85,98.85,99.62,verified
1981,49819692,24818020,Active,61,,,,19.875,,3.61,,-1.44,10.08,42.8,29.51,77.31,96.73,96.66,101.2,102.26,94.54,100.7,100.13,verified
1982,49820064,3709605,Active,41,,,>,40,,5.59,,-1.27,4.52,51.3,70.7,87.44,96.9,90.17,97.24,106.1,96.79,95.18,104.61,verified
1983,49820288,9635654,Active,78,,,,2.433,,0.5,,-0.57,7.33,15.76,31.22,27.86,30.13,58.38,62.37,63.12,68.57,85.48,96.5,verified
1984,49820500,4898787,Active,41,,,>,40,,30.05,,-1.24,2.98,75.45,88.17,96.58,97.62,92.47,101.49,98.69,102.29,100.88,103.62,verified
1985,49820603,5576035,Active,61,,,,19.427,,1.55,,-2.23,5.8,14.98,48.24,86.02,87.16,95.51,91.4,94.97,94.48,95.18,95.81,verified
1986,49820850,24818169,Active,44,,,,36.607,,1.09,,-2.69,2.18,44.34,82.69,98.35,101.24,103.99,102.2,99.49,99.92,102.85,101.7,verified
1987,49820959,1399168,Active,41,,,>,40,,6.58,,-2.36,2.13,72.93,94.8,95.21,99.86,100.53,99.62,100.34,103.98,98.84,,verified
1988,49821159,1226749,Active,41,,,>,40,,15.93,,-0.62,5.38,53.28,58.12,79.83,85.46,88.35,93.56,91.21,89.4,92.11,91.5,verified
1989,49821223,1790476,Active,47,,,,34.054,,3.77,,-1.36,4.67,47.82,59.84,90.53,92.45,98.96,97.8,100.09,94.42,95.3,103.16,verified
1990,49821910,24818273,Active,41,,,>,40,,17.14,,-1.23,2.6,71.7,84.54,96.3,92.56,99.41,102.5,100.52,96.51,101.4,100.11,verified
1991,49822282,7503613,Inactive,0,,,,,,,,,,89.37,99.29,96.14,97.08,90.68,94.97,93.72,100.47,96.98,100.66,verified
1992,49822815,17249003,Inactive,0,,,,,,,,,,92.41,92.8,95.43,99.84,101.6,93.78,94.36,102.95,98.96,98.41,verified
1993,49823121,8030233,Inactive,0,,,,,,,,,,89.66,89.63,88.9,93.52,91.72,97.03,96.28,90.74,91.56,87.66,verified
1994,49823170,17405892,Inactive,0,,,,,,,,,,82.78,87.21,90.19,94.11,92.2,95.08,96.98,100.14,90.73,96.05,verified
1995,49823227,16583793,Active,45,,,,36.179,,2.35,,-1.62,3.05,46.28,71.44,90.22,95.19,99.05,101.96,99.29,95.81,98.34,93.29,verified
1996,49823338,4899929,Active,59,,,,22.13,,1.03,,-3.87,4.56,5.39,62.25,88.74,95.31,97.17,102.33,103.22,101.76,101.49,107.08,verified
1997,49824312,1791668,Inactive,0,,,,,,,,,,96.12,94.41,96.61,102.26,100.57,98.94,94.93,91.64,94.52,98.83,verified
1998,49824538,24818811,Active,61,,,,20.129,,2.43,,-2.64,9.65,1.35,61.51,77.96,88.75,91.81,94.06,94.55,95.09,91.58,,verified
1999,49824546,24818819,Inactive,0,,,,,,,,,,89.58,93.09,97.65,101.16,100.85,100.34,98.5,102.75,97.7,93.78,verified
2000,49824595,24818839,Inactive,0,,,,,,,,,,88.12,91.78,92.56,90.92,93.45,100.84,95.87,95.15,91.93,,verified
2001,49825080,4902817,Inactive,0,,,,,,,,,,81.35,85.26,89.75,91.11,92.31,96.08,87.5,93.68,97.85,90.98,verified
2002,49825334,24818888,Inactive,0,,,,,,,,,,85.73,88.95,97.18,94.27,96.9,95.64,99.97,91.81,89.87,92.98,verified
2003,49826102,24819144,Active,41,,,>,40,,4.26,,-1.44,2.2,60.3,79.27,89.2,101.36,98.41,101.13,102.03,98.47,100.41,100.86,verified
2004,49826129,24819163,Inactive,0,,,,,,,,,,82.93,94.07,101.36,96.18,100.62,99.78,100.08,95.64,98.49,103.5,verified
2005,49826217,24819246,Inactive,0,,,,,,,,,,64.91,76.41,75.31,71.6,74.84,87.39,85.95,94.91,90.94,,verified
2006,49826985,19650532,Inactive,0,,,,,,,,,,95.3,96.55,97.32,97.26,97.23,103.88,106.41,95.27,100.88,98.52,verified
2007,49827053,5411796,Active,75,,,,5.753,,0.91,,-0.93,7.35,19.41,24.27,29.31,64.84,59.25,75.4,96.51,97.43,100.64,96.57,verified
2008,49827385,5431049,Inactive,0,,,,,,,,,,85.85,98.27,96.55,103.93,97.06,102.86,100.99,100.36,99.97,98.28,verified
2009,49827573,17429563,Active,41,,,>,40,,214.86,,-0.52,3.66,76.91,78.87,84.67,87.46,93.21,98.12,97.36,102.64,92.04,,verified
2010,49828404,16525813,Active,56,,,,25.292,,1.43,,-3.41,4.98,14.55,72.69,86.12,97.68,100.46,101.66,100.4,104.49,101.37,107.19,verified
2011,49828566,1371119,Inactive,0,,,,,,,,,,101.85,94.67,99.05,98.04,102,104.93,99.3,100.38,98.31,97.89,verified
2012,49828619,6885235,Inactive,0,,,,,,,,,,83,90.3,90.51,94.27,94.51,96.97,95.31,101.71,95.73,93.61,verified
2013,49828930,16416571,Active,41,,,>,40,,49.83,,-1.18,4.09,77.46,86.42,94.82,94.86,101.06,105.57,101.04,103.06,108.11,101.87,verified
2014,49828989,135472272,Active,41,,,>,40,,27.57,,-0.9,4.92,60.69,84.97,88.39,88.32,96.55,92.22,99.58,95.25,99.35,92.45,verified
2015,49829149,24820079,Active,74,,,,6.707,,0.46,,-7.61,4.47,2.59,2.29,4.51,90.37,97.29,94.23,89.77,99.82,98.78,101.1,verified
2016,50085435,6763,Active,78,,,,2.334,,0.24,,-2.27,7.49,1.83,2.32,3.14,3.3,56.02,76.88,89.55,87.19,95.01,99.56,verified
2017,50085893,1549158,Active,41,,,>,40,,6.85,,-1.21,3.19,59.02,75.44,88.9,92.71,99.01,98.75,106.77,100.78,96.69,,verified
2018,50085944,154417,Inactive,0,,,,,,,,,,96.65,100.09,95.27,99.14,96.41,99.49,94.69,101.14,96.43,95.8,verified
2019,50085959,24856240,Inactive,0,,,,,,,,,,101.06,102.4,96.64,100.05,97.58,95.79,96.66,101.13,105.26,101.76,verified
2020,50085961,5807,Inactive,0,,,,,,,,,,97.23,95.16,101.65,99.54,93.32,97.93,96.29,89.97,98.83,100.67,verified
2021,50086010,24856247,Active,41,,,>,40,,8,,-1.25,4.84,52.73,77.99,90.16,94.57,89.12,94.88,94.51,96.95,96.75,94.36,verified
2022,50086167,654842,Active,41,,,>,40,,1.09,,-2.15,1.39,51.08,84.28,93.17,97.17,100.54,101.48,100.68,99.82,100.27,100.45,verified
2023,50086379,124087,Active,48,,,,32.857,,1.4,,-2.6,3.19,36.54,80.99,90.69,98.83,98.13,97.03,97.36,97.02,104.39,98.56,verified
2024,51085147,24891834,Active,41,,,>,40,,6.31,,-1.72,5.61,53.02,83.28,88.59,99.85,97.12,95.72,86.92,96.68,97.15,97.72,verified
2025,51085201,8066052,Inactive,0,,,,,,,,,,93.72,99.7,93.55,95.57,101.06,100.06,98.95,98.01,102.5,99.26,verified
2026,51085342,4146817,Inactive,0,,,,,,,,,,82.64,83.64,96.32,92.31,95.58,102.07,102.75,99.75,102.13,104.28,verified
2027,51085348,1658938,Inactive,0,,,,,,,,,,91.26,93.6,92.11,94.83,93.1,89.82,96.39,101.83,92.68,,verified
2028,51085424,18572177,Inactive,0,,,,,,,,,,90.87,88.94,97.48,97.57,100.91,100.11,103.99,97.75,103.1,102.67,verified
2029,51085604,18567643,Active,41,,,>,40,,2.76,,-3.19,4.86,53.25,92.52,95.1,94.89,94.85,102.64,94.21,100.15,92.45,,verified
2030,51085656,18577634,Active,41,,,>,40,,213.64,,-0.67,3.99,78.87,84.98,86.08,96.73,101.05,93.01,98.45,101.25,93.55,,verified
2031,51085724,135853305,Active,67,,,,13.774,,1.06,,-1.26,4.08,16.2,41.18,62.74,76.01,87.36,95.85,99.77,95.67,92.16,,verified
2032,51085732,135853313,Active,41,,,>,40,,22.61,,-0.87,2.46,68.33,84.12,85.96,91.87,95.38,100.26,98.62,99.91,103.43,,verified
2033,51085922,7577785,Active,43,,,,38.138,,3.6,,-1.68,4.33,46.3,79.5,84.33,97.07,103.34,95.45,99.77,104.27,96.4,,verified
2034,51086004,18580849,Inactive,0,,,,,,,,,,88.07,96.89,97.65,102.02,101.36,101.96,99.18,103.36,105.66,103.78,verified
2035,51086244,24891998,Inactive,0,,,,,,,,,,86.37,93.09,90.59,94.97,92.58,90.2,91.65,96.25,89.74,95.11,verified
